pmcid,title,ground_truth_report,data_source,has_numeric_values,ai_generated_advice
PMC13333066,Genetic screens of imaging-derived kidney volumes identify genes linked to kidney function.,"PMC13333066 Case Report.
Title: Genetic screens of imaging-derived kidney volumes identify genes linked to kidney function.

Clinical Summary (from published abstract):
Chronic kidney disease (CKD) is defined as sustained abnormalities in kidney function or structure. Genetic studies of CKD have largely focused on kidney function markers such as estimated glomerular filtration rate (eGFR). We hypothesized that genome-wide association studies (GWAS) of magnetic resonance imaging (MRI)-based kidney sub-volumes could provide insights into CKD risk genes complementary to the study of eGFR. Total kidney volume (TKV) and sub-volumes for cortex, medulla, and sinus were derived from abdominal MRIs of 38,816 United Kingdom Biobank participants of European ancestry using a trained convolutional neural network. GWAS was performed for body surface area-normalized kidney volumes and eGFR for comparison. Potentially causal genes at each locus were prioritized using a developed annotation pipeline. We assessed locus overlap between volumes, biomarker-based kidney function, and clinical traits using colocalization analyses. Annotated genes were further characterized through enrichment analyses, molecular and clinical annotations, including a screen for rare, putative loss-of-function variants. GWAS for 9,803,932 common genetic variants identified 34 significant loci for TKV, 24 for medulla, 26 for cortex, and 71 for sinus, compared to 32 for eGFR. Prioritized genes for cortex and medulla volumes showed corresponding tissue-specific expression and were enriched for kidney development- and hypoxia-related pathways. Genetic effect sizes of significant index single nucleotide polymorphisms for TKV, cortex, and medulla volumes correlated positively with those for eGFR. Some loci such as PKHD1 and BICC1 were strongly associated with kidney volumes but not eGFR. Integration with disease information revealed that rare, putative loss-of-function variants in BICC1, and common variants with regulatory potential, are associated with increased risk for CKD and dialysis, which was not identified in a previous GWAS of eGFR Our investigation shows that genetic findings of kidney structure can complement kidney function studies and reveal previously unrecognized CKD risk genes in the population. We performed a genetic analysis of kidney subvolumes, derived from whole body images of 38,816 participants of European ancestry in the UK Biobank. We aimed to uncover chronic kidney disease (CKD) risk genes that may be missed by traditional measures of kidney function, such as estimated glomerular filtration rate. This approach is a complementary approach to investigating the genetics of kidney disease and allowed us to detect genetic variants associated with kidney morphology in adults. For example, we identified genes related to kidney development and BICC1 as a CKD risk gene in the population. Future research integrating insights from imaging-derived measures of kidney structure may improve CKD risk stratification and enable research into molecular mechanisms relevant to kidney growth and repair.",abstract,False,
PMC13333232,Lecithin for dementia and cognitive impairment.,"PMC13333232 Case Report.
Title: Lecithin for dementia and cognitive impairment.

Clinical Summary (from published abstract):
Alzheimer's disease sufferers have been found to lack the enzyme responsible for converting choline into acetylcholine within the brain. Lecithin is a major dietary source of choline, so extra consumption may reduce the progression of dementia. To determine the efficacy of lecithin in the treatment of dementia or cognitive impairment. The Cochrane Dementia and Cognitive Improvement Group's Specialized Register was searched on 6 May 2004 using the terms lecithin and phosphatidylcholine. This register contains records from all major databases and many trials databases and is updated regularly. Reference lists and relevant books have been examined. All unconfounded, randomized trials comparing lecithin with placebo in a treatment period longer than one day, in patients with dementia of the Alzheimer type, vascular dementia, mixed vascular and Alzheimer's disease, unclassified or other dementia or unclassified cognitive impairment not fulfilling the criteria for dementia are eligible for inclusion. Data were extracted independently by two reviewers and cross‐checked. Meta‐analyses were performed when more than one trial provided data on a comparable outcome on sufficiently similar patients. Random effects analyses were performed whenever heterogeneity between results appeared to be present. Standardised differences in mean outcome measures were used due to the use of different scales and periods of treatment. Odds ratios for dichotomous data were pooled using the Mantel‐Haenszel or DerSimonian and Laird methods. Twelve randomized trials have been identified involving patients with Alzheimer's disease (265 patients), Parkinsonian dementia (21 patients) and subjective memory problems (90 patients). No trials reported any clear clinical benefit of lecithin for Alzheimer's disease or Parkinsonian dementia. Few trials contributed data to meta‐analyses. The only statistically significant result was in favour of placebo for adverse events, based on one trial, which appears likely to be a spurious result. A dramatic result in favour of lecithin was obtained in a trial of subjects with subjective memory problems. Evidence from randomized trials does not support the use of lecithin in the treatment of patients with dementia. A moderate effect cannot be ruled out, but results from the small trials to date do not indicate priority for a large randomized trial. Doubtful effect of lecithin as a treatment for dementia Lecithin is a major dietary source of choline, a substance that may theoretically improve brain functioning in people with dementia or similar problems (including Alzheimer's disease). This review did not find any evidence that lecithin does have a benefit for patients with Alzheimer's disease or other forms of dementia. However, one small study has observed a dramatic benefit of lecithin in people with subjective memory problems, but there are no similar studies with which to compare it.",abstract,False,
PMC13331987,Exercise-induced anaphylaxis with a cofactor of GIP/GLP-1 receptor agonist: A case report.,"PMC13331987 Case Report.
Title: Exercise-induced anaphylaxis with a cofactor of GIP/GLP-1 receptor agonist: A case report.

Clinical Summary (from published abstract):
We report a patient who developed exercise-induced anaphylaxis after starting the dual glucose-dependent insulinotropic polypeptide/glucagon-like peptide-1 receptor agonist tirzepatide, who after discontinuing tirzepatide, experienced resolution of exercise-induced anaphylaxis.",abstract,False,
PMC13332506,Reversible severe mitral regurgitation during immunotherapy in a structurally vulnerable valve: a case report.,"PMC13332506 Case Report.
Title: Reversible severe mitral regurgitation during immunotherapy in a structurally vulnerable valve: a case report.

Clinical Summary (from published abstract):
T-cell therapy (TCT) rarely causes isolated severe valvular pathology without cardiomyopathy, but its haemodynamic effects can exacerbate mitral regurgitation (MR) in patients with subtle valvular issues, and reports describing reversible valvular dysfunction in this context remain limited. A 48-year-old woman with a history of fenfluramine (FF) use for weight loss 10 years prior was diagnosed with B-cell acute lymphoblastic leukaemia (B-ALL). Baseline echocardiogram revealed trace MR. After her second blinatumomab (BL) cycle, she developed acute heart failure symptoms. Repeat echocardiogram showed severe MR with posterior leaflet restriction. Systemic inflammatory symptoms and end-organ damage were notably absent. BL was held, and medical therapy for heart failure with preserved ejection fraction (HFpEF) was initiated, improving MR and allowing resumption of BL. Baseline posterior mitral leaflet restriction was likely related to prior FF use. While BL carries a low cardiotoxicity profile, it can cause heart failure via cytokine release syndrome (CRS)-dependent and potentially CRS-independent pathways. In this case, we hypothesize that transient elevations in left-sided filling pressures, possibly from unmasking subtle diastolic dysfunction in a structurally vulnerable valve, amplified her MR. Delayed disclosure of FF use underscores the importance of intentional, non-judgmental history-taking. Recognition of this interaction guided haemodynamic optimization and enabled cautious, successful reinitiation of BL therapy. We emphasize considering prior FF use when evaluating patients with idiopathic MR. We also demonstrate how haemodynamic changes from TCT can worsen MR and show how careful haemodynamic management can enable the safe resumption of this lifesaving therapy.",abstract,False,
PMC13332498,Mobile caseous mitral annular calcification as a cause of recurrent cardioembolic stroke: a case report.,"PMC13332498 Case Report.
Title: Mobile caseous mitral annular calcification as a cause of recurrent cardioembolic stroke: a case report.

Clinical Summary (from published abstract):
Caseous mitral annular calcification (CMAC) is a rare variant of mitral annular calcification that may occasionally lead to systemic embolization. We report the case of a 68-year-old woman with cardiovascular risk factors and a heterozygous factor V Leiden mutation presenting with recurrent embolic strokes. Initial investigations in 2021 revealed a posterior mitral annular mass with central echolucency on transoesophageal echocardiography, consistent with CMAC, associated with a small thrombus. Anticoagulation was initiated, and serial imaging demonstrated a stable lesion over several years. In 2025, the patient developed recurrent multifocal cerebral infarctions. Repeat imaging showed progression of the mass with a newly mobile atrial component, indicating high embolic risk. Multimodality imaging, including echocardiography and cardiac computed tomography, confirmed the diagnosis and excluded differential diagnoses such as tumour or infective endocarditis. The patient underwent mitral valve replacement with complete resection of the lesion. Histopathological examination showed signs of advanced CMAC. Postoperative recovery was uneventful, with no recurrence of embolic events. This case highlights the dynamic nature of CMAC and underscores the importance of close follow-up and timely surgical intervention in the presence of recurrent embolization or high-risk structural abnormalities.",abstract,False,
PMC13331774,Transfusion-transmitted Plasmodium vivax malaria in a hemodialysis patient in non-endemic area: A case report.,"PMC13331774 Case Report.
Title: Transfusion-transmitted Plasmodium vivax malaria in a hemodialysis patient in non-endemic area: A case report.

Clinical Summary (from published abstract):
Transfusion-transmitted malaria (TTM) is a rare but potentially serious problem particularly in non-endemic areas. Detecting asymptomatic parasitemia is a challenge for current screening strategies, especially in countries with heterogeneous malaria endemicity such as Indonesia. We report a case of probable TTM due to Plasmodium vivax in a 75-year-old woman with end-stage renal disease (ESRD) undergoing regular hemodialysis in a non-endemic city, presented with a one-week history of intermittent fever, chills, myalgia, and generalized weakness, without any recent travel to malaria-endemic areas. She had received a packed red cell transfusion approximately 20 days prior to symptom onset. Peripheral blood smear demonstrated P. vivax trophozoites, confirmed by thick and thin smear microscopy. Donor tracing identified a blood donor with a history of repeated malaria vivax episodes during prior deployment in an endemic region, suggesting asymptomatic parasitemia as the likely source of transmission. This case highlights the diagnostic challenge of malaria in non-endemic areas, particularly in patients with comorbidities that may obscure the typical manifestation. It also underscores the limitations of donor screening strategies currently implemented in Indonesia.",abstract,False,
PMC13331771,When MRI and CSF are inconclusive: A case report of neurobrucellosis presenting with dysarthria in an adolescent.,"PMC13331771 Case Report.
Title: When MRI and CSF are inconclusive: A case report of neurobrucellosis presenting with dysarthria in an adolescent.

Clinical Summary (from published abstract):
Neurobrucellosis is a serious complication of brucellosis, a common zoonotic infection. Its clinical diagnosis is often challenging due to the wide spectrum of clinical manifestations and the limited sensitivity of conventional diagnostic tools, including neuroimaging and cerebrospinal fluid (CSF) analysis, which may be normal or non-diagnostic. A 17-year-old male was recently diagnosed with brucellosis and was on standard triple antibiotic therapy. He presented with worsening systemic symptoms and new dysarthria. Contrast-enhanced brain magnetic resonance imaging was normal despite clear neurologic involvement. Lumbar puncture showed a mildly abnormal CSF with 10 white blood cells/mm3, normal protein and glucose levels. Blood and CSF cultures were negative, but Brucella serology was strongly positive. CSF Brucella PCR returned positive, confirming central nervous system involvement. Due to the high clinical suspicion of neurobrucellosis in the setting of non-diagnostic routine investigations, therapy was escalated to intravenous ceftriaxone for improved central nervous system penetration, in addition to doxycycline and rifampicin. The patient showed rapid and marked clinical improvement following appropriate CNS-targeted therapy, with resolution of dysarthria and systemic symptoms, and was discharged to complete a prolonged antibiotic course. This case highlights the diagnostic challenge of neurobrucellosis when conventional investigations such as MRI and CSF analysis are non-specific or minimally abnormal. Clinicians should maintain a high index of suspicion in endemic areas, as early diagnosis often relies on clinical judgment supported by serology and molecular testing. Recognition of the limitations of routine investigations is essential to avoid delayed treatment and prevent neurological complications.",abstract,False,
PMC13332253,Severe hypercalcemia in a cat following treatment with antibiotic impregnated calcium sulfate carrier material for chronic pyogranulomatous panniculitis.,"PMC13332253 Case Report.
Title: Severe hypercalcemia in a cat following treatment with antibiotic impregnated calcium sulfate carrier material for chronic pyogranulomatous panniculitis.

Clinical Summary (from published abstract):
A 3-year-old, female spayed domestic shorthair with 7 months of pyogranulomatous panniculitis was referred after culture isolation of Actinomyces species. Despite initial improvement, clinical resolution was not achieved with the dosage and duration of clindamycin therapy previously reported as adequate for actinomycosis. Surgical resection with antibiotic impregnated calcium sulfate carrier material for local delivery of ampicillin-sulbactam was pursued. The patient developed severe hypercalcemia (21.6 mg/dl, reference interval 7.8–11.3) after surgery, resolving after 7 days of 0.9% saline diuresis and bisphosphonate therapy. Mycobacterium abscessus was isolated from tissue culture. After 5 months of clarithromycin therapy, clinical resolution of mycobacteriosis panniculitis was achieved. This case documents the management of a potential complication of calcium sulfate carrier material, a local antibiotic delivery material that is increasingly used for chronic soft and osseous tissue infection management. This case documents the management of a medically refractory case of infectious feline panniculitis specifically as a result of complex bacterial culture interpretation specific to rapid-growing non-tuberculosis mycobacterium. Life-threatening elevation in blood calcium content in a cat after surgical placement of antibiotics mixed into plaster of paris beads for treatment of chronic infection of the belly fat pad A 3-year-old, female spayed cat with a belly fat pad infection of 7 months’ duration was seen for evaluation. Previously, Actinomyces species, a bacteria of the mouth, was grown from a swab of pus from the wound. However, appropriate antibiotic therapy for Actinomyces species achieved only partial improvement. Surgical removal of the infected fat pad was pursued and sterile calcium sulfate (aka plaster of paris) beads mixed with antibiotics was placed to continue infection treatment. After this procedure, the cat had a life-threatening elevation of her blood calcium. She was hospitalized for 7 days with intravenous fluids to promote urine excretion of calcium; a medication to prevent the release of calcium from the bones was also given. Mycobacterium abscessus, a bacteria related to tuberculosis and resistant to the antibiotics given to the patient before surgery, was grown from the surgically removed tissue. M abscessus infections have been previously noted to mimic Actinomyces infections in appearance and, under the right growing conditions, can appear visually and functionally similar to Actinomyces. An antibiotic appropriate for M abscessus was started, and cure of the infection was achieved after 5 months of treatment.",abstract,True,
PMC13331966,"Cholesterol in amyotrophic lateral sclerosis: a bystander, a biomarker, or a target?","PMC13331966 Case Report.
Title: Cholesterol in amyotrophic lateral sclerosis: a bystander, a biomarker, or a target?

Clinical Summary (from published abstract):
Amyotrophic lateral sclerosis (ALS) is a fatal neurodegenerative disorder characterized by progressive motor neuron loss. In addition to the different pathogenic mechanisms, in recent years, increasing attention has been directed toward the role of lipid metabolism in ALS pathogenesis, although the clinical relevance of lipid alterations in ALS may differ from their well-established role in cardiovascular disease. This review critically examines the multifactorial relationship between cholesterol and ALS through three perspectives: (1) as a risk factor for disease onset, (2) as a prognostic biomarker of disease progression, and (3) as a potential therapeutic target. Epidemiological and genetic studies suggest a complex and sometimes contradictory association between lipid profile and ALS risk. Elevated LDL-cholesterol and total cholesterol have been linked to increased disease susceptibility in some cohorts, with Mendelian randomization studies supporting a potential causal role. Conversely, evidence regarding HDL-cholesterol remains conflicting and may be influenced by sex-specific and metabolic factors. As a prognostic biomarker, hyperlipidemia has been variably associated with prolonged survival in ALS patients; however, these findings often lose significance after adjusting for body mass index and nutritional status, suggesting that lipid levels may reflect systemic metabolic reserve rather than directly modulating disease progression. Pharmacological modulation of cholesterol reveals further complexity. While statins are generally not associated with increased ALS risk in clinical studies, preclinical models show divergent effects: some statins accelerate disease progression, while others like lovastatin may be protective. Other lipid-lowering drugs, including fibrates and PCSK9 inhibitors, may also influence ALS-related pathways beyond cholesterol lowering, although their potential role remains to be clarified. •Plasma lipids and lipoproteins are accessible biomarkers in ALS.•Lipid levels may reflect metabolic status rather than prognosis.•Lipid alterations in ALS link to survival, but causality remains unclear.•Statins in ALS show no clear risk, but effects may be molecule-specific.•Cardiovascular risk shows inconsistent and paradoxical links with ALS. Plasma lipids and lipoproteins are accessible biomarkers in ALS. Lipid levels may reflect metabolic status rather than prognosis. Lipid alterations in ALS link to survival, but causality remains unclear. Statins in ALS show no clear risk, but effects may be molecule-specific. Cardiovascular risk shows inconsistent and paradoxical links with ALS.",abstract,False,
PMC13332131,Case of Myelodysplastic Syndrome 15 Years After Kidney Transplantation Under Long-Term Immunosuppression.,"PMC13332131 Case Report.
Title: Case of Myelodysplastic Syndrome 15 Years After Kidney Transplantation Under Long-Term Immunosuppression.

Clinical Summary (from published abstract):
In solid organ transplant recipients receiving long‐term immunosuppression, persistent or progressive pancytopenia is often initially attributed to infections or drug toxicity, thereby potentially delaying the recognition of clonal myeloid disorders and germline predispositions. We report the case of a kidney transplant recipient who had predominantly maintained tacrolimus‐based immunosuppression and presented with progressive pancytopenia and marked reticulocytopenia. Bone marrow evaluation revealed severe hypocellularity with suppression of granulopoiesis and erythropoiesis, as well as prominent dysmegakaryopoiesis. Flow cytometry showed a small population of immunophenotypically aberrant myeloid blasts, supporting a diagnosis of hypocellular myelodysplastic syndrome. Myeloid gene next‐generation sequencing detected a FANCA missense variant (c.3630C > A; p.F1210L; variant allele frequency 47.2%), prompting consideration of germline‐associated marrow failure or genetic susceptibility and the need for confirmatory testing in nonhematopoietic tissues. During hospitalization, the patient developed severe opportunistic infections that rapidly progressed to respiratory failure and hemodynamic instability. This case highlights the need for early marrow evaluation and genetic risk stratification in transplant recipients with unexplained cytopenia and for the dynamic balancing of hematopoietic rescue against preservation of allograft function to reduce diagnostic delays and subsequent complications.",abstract,True,
PMC13332828,Home Renovation Gone Wrong: A Curious Case of Disseminated Blastomycosis.,"PMC13332828 Case Report.
Title: Home Renovation Gone Wrong: A Curious Case of Disseminated Blastomycosis.

Clinical Summary (from published abstract):
A 46-year-old woman with a history of migraines presented with progressive left knee pain following routine exercise. Initial MRI demonstrated findings consistent with a ligamentous sprain, popliteus strain, proximal tibial marrow edema, and joint effusion, raising concern for a stress fracture and leading to conservative management. Over subsequent days, she developed worsening fatigue, malaise, exertional dyspnea, and hypoxia. Chest CT revealed bilateral ground-glass opacities without pulmonary embolism, and she was treated empirically for community-acquired pneumonia. An acute mid-soleal vein thrombosis was also identified, prompting initiation of anticoagulation. Despite therapy, her systemic symptoms progressed, with rising inflammatory markers. Follow-up MRI of the tibia revealed a new 9 mm lytic lesion with cortical breakthrough and periosteal reaction, concerning for malignancy. Extensive hematologic evaluation, including serum and urine immunofixation and skeletal survey, was unrevealing. Given persistent symptoms, recent travel, and exposure to building renovation, an infectious etiology was pursued. Broad testing was notable only for a positive Blastomyces urine antigen. Shortly thereafter, she developed characteristic cutaneous lesions, confirming disseminated blastomycosis with pulmonary, osseous, and cutaneous involvement. Treatment with intravenous amphotericin B resulted in clinical improvement. This case underscores the diagnostic challenges of osseous blastomycosis, which can mimic malignancy or bacterial osteomyelitis, and highlights the importance of maintaining a high index of suspicion for fungal infection in patients with unexplained bone lesions and systemic symptoms.",abstract,False,
PMC13332731,Therapeutic Potential of Ziyuglycosides from Sanguisorba officinalis: Anticancer and Immunomodulatory Properties.,"PMC13332731 Case Report.
Title: Therapeutic Potential of Ziyuglycosides from Sanguisorba officinalis: Anticancer and Immunomodulatory Properties.

Clinical Summary (from published abstract):
Cancer represents a major global health threat, and the development of effective anticancer therapies is urgently needed. Sanguisorba officinalis (DY), a traditional Chinese herbal medicine, possesses properties including cooling blood and promoting blood circulation, detoxifying pathogenic toxins, and astringing sores. Increasing evidence suggests that DY and its bioactive constituents exhibit notable anti-tumor effects, with mechanisms that align with traditional Chinese medical principles of enhancing Zhengqi (fuzheng) and removing Xieqi (quxie). However, a comprehensive review that systematically summarizes the antitumor potential of DY and its bioactive constituents is still lacking. In this review, we summarize the anticancer effects of DY extracts and Ziyuglycosides. In vitro studies demonstrate that DY and its active components can inhibit tumor cell proliferation, induce cell cycle arrest, trigger mitochondria-mediated apoptosis, enhance autophagic flux, and suppress invasion and metastasis by regulating Wnt/β-catenin, PI3K/AKT/mTOR, MAPK, and EGFR/NF-κB signaling pathways, as well as downregulating epithelial-mesenchymal transition-related transcription factors and matrix metalloproteinases. In vivo studies confirms DY and its active components inhibit tumor growth and metastasis, regulate the tumor immune microenvironment, modulate Th17/Treg balance, activate CD8+ T cells, and enhance the anti-tumor immune responses. Notably, clinical application evidence indicates that Diyu Shengbai Pian, a preparation derived from DY, have been proven effective in alleviating leukopenia caused by chemotherapy or radiotherapy, highlighting DY’s dual therapeutic potential in tumor suppression and mitigating treatment-related adverse reactions. However, current research mainly focuses on in vitro cellular studies and in vivo animal models, lacking large-scale, standardized clinical trials to validate its long-term efficacy and safety in humans. This review systematically summarizes the mechanisms of the anti-tumor and immunomodulatory effects of DY and its active components, and outlines advancements in improving their in vivo delivery efficiency, providing a theoretical basis and research reference for the translational application of DY in cancer therapy.",abstract,False,
PMC13332135,Diagnostic Dilemma: Challenges in Differentiating Gastric Abscess From Malignancy-A Case Report.,"PMC13332135 Case Report.
Title: Diagnostic Dilemma: Challenges in Differentiating Gastric Abscess From Malignancy-A Case Report.

Clinical Summary (from published abstract):
Gastric abscess is an important differential diagnosis of gastric mass and even with advanced invasive investigations, differentiating gastric abscess from cancer is very challenging and the need for surgical resection is often necessary to reach the definitive diagnosis.",abstract,False,
PMC13331781,Autochthonous canine cutaneous leishmaniasis caused by Leishmania (Mundinia) martiniquensis in Thailand: First evidence with successful intralesional amphotericin B treatment and a review of animal infections worldwide.,"PMC13331781 Case Report.
Title: Autochthonous canine cutaneous leishmaniasis caused by Leishmania (Mundinia) martiniquensis in Thailand: First evidence with successful intralesional amphotericin B treatment and a review of animal infections worldwide.

Clinical Summary (from published abstract):
Autochthonous human leishmaniasis caused by Leishmania (Mundinia) martiniquensis has been increasingly reported in Northern Thailand. However, the potential animal reservoirs for this parasite remain unidentified. Herein, we report the first documented case of canine cutaneous leishmaniasis caused by L. martiniquensis in a dog from Chiang Mai Province. The patient presented with a firm, non-ulcerative nodule (0.3 × 0.4 cm) on the concave surface of the right ear pinna. Fine-needle aspiration cytology revealed protozoan amastigotes, suggestive of Leishmania infection. The parasite was successfully isolated and cultivated in Grace’s insect medium, supplemented with 30% fetal bovine serum. Molecular confirmation was performed using nested polymerase chain reaction (nPCR), real-time quantitative PCR (qPCR), sequencing, and phylogenetic analysis of the internal transcribed spacer 1 region, which classified the isolate as Leishmania martiniquensis. Comprehensive clinical evaluations, including complete blood count, serum biochemistry, and abdominal imaging (radiography and ultrasonography), revealed no evidence of systemic involvement consistent with visceral leishmaniasis. However, persistent polycythemia and mild protein alterations were observed during follow-up. Successful clinical resolution of the cutaneous lesion was achieved after four consecutive weekly intralesional amphotericin B treatments. This report demonstrates that dogs are vulnerable to cutaneous L. martiniquensis infections. A comprehensive review of clinical manifestations of L. martiniquensis infection in animals worldwide is presented, emphasizing the need for further studies on animal infection, vector transmission, and epidemiology within a One Health framework. •First record of clinical canine cutaneous leishmaniasis caused by Leishmania martiniquensis.•Diagnosis confirmed by cytology (amastigotes), culture, and phylogenetic analysis.•Successful clinical resolution after four weekly intralesional amphotericin B injections.•A review of disease distribution and clinical manifestations in animals worldwide.•Dogs are confirmed hosts of L. martiniquensis, expanding its epidemiological relevance. First record of clinical canine cutaneous leishmaniasis caused by Leishmania martiniquensis. Diagnosis confirmed by cytology (amastigotes), culture, and phylogenetic analysis. Successful clinical resolution after four weekly intralesional amphotericin B injections. A review of disease distribution and clinical manifestations in animals worldwide. Dogs are confirmed hosts of L. martiniquensis, expanding its epidemiological relevance.",abstract,True,
PMC13331757,When measles is not benign: meningoencephalitis and status epilepticus in an unvaccinated adolescent (case report).,"PMC13331757 Case Report.
Title: When measles is not benign: meningoencephalitis and status epilepticus in an unvaccinated adolescent (case report).

Clinical Summary (from published abstract):
Measles is a highly contagious viral exanthematous disease, caused by a Morbillivirus, that continues to cause outbreaks in under-immunized populations. While neurologic complications are rare, the progression to meningoencephalitis with convulsive status epilepticus is exceptional, particularly in immunocompetent adolescents. We report a 17-year-old unvaccinated male who presented with a febrile, descending asymptomatic maculopapular rash, lacking Koplik spots, followed by rapid onset of severe headache, photophobia, vomiting, and convulsive status epilepticus. Day-7 IgM was negative, and PCR was unavailable, prompting a broad viral, bacterial, and autoimmune workup, all of which were excluded. Cerebrospinal Fluid (CSF) showed mild protein elevation without pleocytosis, and repeat serology confirmed measles (IgM 1210 IU/mL; IgG 1980 IU/mL). The patient received meningeal-dose ceftriaxone, acyclovir, antiepileptics, and high-dose vitamin A per World Health Organization (WHO) recommendations, with complete neurologic recovery. This case highlights an uncommon but severe neurologic complication of measles in an unvaccinated adolescent, emphasizing the risk of diagnostic delay due to atypical features and early seronegativity. It reinforces the need for high clinical suspicion, broad etiologic evaluation, early empiric therapy, and sustained efforts to ensure complete vaccination.",abstract,False,
PMC13331876,Pregnancy in Lysinuric Protein Intolerance Complicated by Immune Dysregulation and Severe Thrombocytopenia.,"PMC13331876 Case Report.
Title: Pregnancy in Lysinuric Protein Intolerance Complicated by Immune Dysregulation and Severe Thrombocytopenia.

Clinical Summary (from published abstract):
Lysinuric protein intolerance (LPI) is a rare disorder of dibasic amino acid transport associated with secondary urea cycle defects and immune dysregulation. Pregnancy in LPI is seldom reported and presents significant management challenges. We report a 25‐year‐old woman with genetically confirmed LPI complicated by prior hemophagocytic lymphohistiocytosis (HLH) and systemic lupus erythematosus (SLE) who presented with an unplanned pregnancy. Early gestation was characterised by metabolic instability, including transient hyperammonaemia and elevated orotic acid, which improved with optimisation of nitrogen scavenger therapy and nutritional support. Progressive severe thrombocytopenia and anaemia developed during the second trimester and were managed as presumed immune thrombocytopenia with corticosteroids and intravenous immunoglobulin. Delivery by caesarean section at 35 weeks resulted in favourable maternal and neonatal outcomes. To our knowledge, this represents the first reported case of pregnancy in LPI complicated by established immune dysregulation (HLH and SLE) and severe thrombocytopenia, defining a previously uncharacterised high‐risk phenotype with a favourable outcome. First reported pregnancy in lysinuric protein intolerance with established HLH, SLE and severe thrombocytopenia.Hyperammonaemia occurred during pregnancy and after antenatal intravenous corticosteroid administration.Severe thrombocytopenia required immune‐directed therapy during pregnancy.Specialist metabolic and obstetric care achieved favourable maternal and neonatal outcomes. First reported pregnancy in lysinuric protein intolerance with established HLH, SLE and severe thrombocytopenia. Hyperammonaemia occurred during pregnancy and after antenatal intravenous corticosteroid administration. Severe thrombocytopenia required immune‐directed therapy during pregnancy. Specialist metabolic and obstetric care achieved favourable maternal and neonatal outcomes.",abstract,False,
PMC13332486,Case Report: A rare case of gastric cardia bronchogenic cyst: diagnostic challenges and EUS findings with elevated cyst-fluid tumor markers.,"PMC13332486 Case Report.
Title: Case Report: A rare case of gastric cardia bronchogenic cyst: diagnostic challenges and EUS findings with elevated cyst-fluid tumor markers.

Clinical Summary (from published abstract):
Bronchogenic cysts are rare congenital foregut malformations that most commonly occur in the thoracic cavity, whereas involvement of the gastric cardia is exceptionally uncommon. We report the case of a 36-year-old man who presented with abdominal distension and was found to have a cystic lesion adjacent to the gastric cardia. Contrast-enhanced computed tomography and magnetic resonance imaging demonstrated a well-circumscribed, non-enhancing cystic mass, but the exact origin and nature of the lesion remained uncertain. Endoscopic ultrasound showed a 4.5 × 5.0 cm homogeneous hypoechoic lesion arising from the muscularis propria layer of the gastric cardia. Endoscopic ultrasound-guided fine-needle aspiration yielded dark-brown, turbid cyst fluid, and cyst-fluid analysis showed a neutrophil-predominant, exudative profile with markedly elevated tumor-associated markers, including CEA, CA19-9, CA125, and CYFRA 21-1. Microbiological smear and culture examinations for bacteria, fungi, and mycobacteria were negative. Given the patient's symptoms, lesion size, uncertain diagnosis, abnormal cyst-fluid profile, and inability to exclude a cystic neoplasm preoperatively, laparoscopic cyst excision with gastric wall repair was performed. Histopathological examination confirmed the diagnosis of a bronchogenic cyst, characterized by pseudostratified ciliated columnar epithelium and smooth muscle within the cyst wall. The patient recovered uneventfully, and no recurrence was observed during 1 year of follow-up. This case highlights the diagnostic challenges of gastric bronchogenic cysts and the complementary role of endoscopic ultrasound in localizing and characterizing subepithelial cystic lesions. Elevated cyst-fluid tumor markers should be interpreted cautiously and should not be regarded as evidence of malignancy in isolation, as their diagnostic and prognostic significance in gastric bronchogenic cysts remains uncertain.",abstract,False,
